23/12/23, 4247b1e26b79c9835c6e521746e8f4bfc24d99f9, 16.0, 124083.0
23/12/23, 4247b1e26b79c9835c6e521746e8f4bfc24d99f9, 16.0, 0.0
23/12/23, 4247b1e26b79c9835c6e521746e8f4bfc24d99f9, 16.0, 0.0
23/12/23, 4247b1e26b79c9835c6e521746e8f4bfc24d99f9, 16.0, 0.0
23/12/23, 4247b1e26b79c9835c6e521746e8f4bfc24d99f9, 16.0, 0.0
23/12/23, 4247b1e26b79c9835c6e521746e8f4bfc24d99f9, 16.0, 124083.0
09/02/24, 7b7f4430ea9beb2f6f82f88cb3979f1a2a1670d3, 4.0, 9026.0
22/11/25, 2c1e4b688f00cea229f1fce8372a2e50967f992c, 119.0, 15106.0
22/11/25, 2c1e4b688f00cea229f1fce8372a2e50967f992c, 119.0, 15106.0
22/11/25, 72c4ad25651fd9492832350860b5c67d3a4096a2, 119.0, 15107.0
22/11/25, 72c4ad25651fd9492832350860b5c67d3a4096a2, 119.0, 15106.0
22/11/25, 72c4ad25651fd9492832350860b5c67d3a4096a2, 119.0, 15106.0
